"datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","casual","registered","count"
"1308078000000000000","2","0","1","1","26.24","31.06","50","23.9994","51","335","386"
"1308081600000000000","2","0","1","1","24.6","31.06","56","11.0014","60","237","297"
"1308085200000000000","2","0","1","1","24.6","31.06","56","19.9995","37","206","243"
"1308088800000000000","2","0","1","1","23.78","27.275","60","15.0013","29","159","188"
"1308092400000000000","2","0","1","1","22.96","26.515","68","15.0013","19","91","110"
"1308096000000000000","2","0","1","1","22.96","26.515","64","23.9994","8","44","52"
"1308099600000000000","2","0","1","1","22.14","25.76","64","19.0012","0","14","14"
"1308103200000000000","2","0","1","1","21.32","25.0","63","15.0013","0","9","9"
"1308106800000000000","2","0","1","1","20.5","24.24","68","16.9979","0","1","1"
"1308110400000000000","2","0","1","1","20.5","24.24","63","19.0012","0","4","4"
"1308114000000000000","2","0","1","1","19.68","23.485","67","19.0012","1","20","21"
"1308117600000000000","2","0","1","1","20.5","24.24","63","16.9979","11","110","121"
"1308121200000000000","2","0","1","1","22.14","25.76","60","8.9981","22","348","370"
"1308124800000000000","2","0","1","1","23.78","27.275","53","8.9981","53","445","498"
"1308128400000000000","2","0","1","1","24.6","31.06","49","0.0","22","185","207"
"1308132000000000000","2","0","1","1","26.24","31.06","47","11.0014","27","108","135"
"1308135600000000000","2","0","1","1","27.88","31.82","36","0.0","49","115","164"
"1308139200000000000","2","0","1","1","28.7","31.82","34","15.0013","33","178","211"
"1308142800000000000","2","0","1","1","30.34","32.575","28","19.0012","43","146","189"
"1308146400000000000","2","0","1","1","30.34","32.575","28","0.0","50","128","178"
"1308150000000000000","2","0","1","1","31.16","33.335","27","0.0","33","131","164"
"1308153600000000000","2","0","1","1","31.16","33.335","27","8.9981","47","265","312"
"1308157200000000000","2","0","1","1","30.34","32.575","28","7.0015","83","555","638"
"1308160800000000000","2","0","1","1","29.52","32.575","32","8.9981","80","527","607"
"1308164400000000000","2","0","1","1","28.7","31.82","37","19.0012","54","362","416"
"1308168000000000000","2","0","1","1","27.06","31.06","44","11.0014","57","273","330"
"1308171600000000000","2","0","1","1","26.24","31.06","47","15.0013","48","209","257"
"1308175200000000000","2","0","1","1","25.42","31.06","50","7.0015","31","144","175"
"1308178800000000000","2","0","1","1","25.42","31.06","53","0.0","17","90","107"
"1308182400000000000","2","0","1","1","24.6","31.06","56","7.0015","9","38","47"
"1308186000000000000","2","0","1","1","23.78","27.275","60","0.0","4","13","17"
"1308189600000000000","2","0","1","1","24.6","31.06","56","6.0032","1","4","5"
"1308193200000000000","2","0","1","2","22.96","26.515","73","6.0032","0","4","4"
"1308196800000000000","2","0","1","2","22.96","26.515","68","7.0015","0","6","6"
"1308200400000000000","2","0","1","1","24.6","30.305","64","12.998","7","18","25"
"1308204000000000000","2","0","1","3","23.78","27.275","73","11.0014","8","104","112"
"1308207600000000000","2","0","1","3","22.96","26.515","78","11.0014","16","172","188"
"1308211200000000000","2","0","1","2","24.6","29.545","69","8.9981","24","364","388"
"1308214800000000000","2","0","1","2","25.42","30.305","65","12.998","29","232","261"
"1308218400000000000","2","0","1","2","27.06","31.06","61","16.9979","18","103","121"
"1308222000000000000","2","0","1","2","27.88","31.82","61","19.9995","33","117","150"
"1308225600000000000","2","0","1","1","29.52","33.335","54","26.0027","41","165","206"
"1308229200000000000","2","0","1","2","29.52","33.335","54","16.9979","37","114","151"
"1308232800000000000","2","0","1","2","29.52","33.335","54","22.0028","39","114","153"
"1308236400000000000","2","0","1","2","28.7","32.575","61","19.9995","32","127","159"
"1308240000000000000","2","0","1","3","27.06","31.06","69","12.998","36","258","294"
"1308243600000000000","2","0","1","2","26.24","29.545","78","7.0015","42","230","272"
"1308247200000000000","2","0","1","1","26.24","28.79","83","15.0013","26","299","325"
"1308250800000000000","2","0","1","1","25.42","28.79","83","19.0012","58","269","327"
"1308254400000000000","2","0","1","1","25.42","28.79","83","22.0028","25","176","201"
"1308258000000000000","2","0","1","3","25.42","28.79","83","16.9979","34","154","188"
"1308261600000000000","2","0","1","3","25.42","28.79","83","16.9979","24","127","151"
"1308265200000000000","2","0","1","3","24.6","28.03","83","16.9979","2","14","16"
"1308268800000000000","2","0","1","1","22.96","26.515","88","6.0032","3","21","24"
"1308272400000000000","2","0","1","1","22.96","26.515","94","8.9981","4","19","23"
"1308276000000000000","2","0","1","1","22.96","26.515","94","7.0015","2","11","13"
"1308279600000000000","2","0","1","1","22.96","26.515","94","7.0015","1","5","6"
"1308283200000000000","2","0","1","1","22.14","25.76","94","8.9981","1","5","6"
"1308286800000000000","2","0","1","1","22.14","25.76","100","0.0","1","12","13"
"1308290400000000000","2","0","1","1","22.96","26.515","94","0.0","8","89","97"
"1308294000000000000","2","0","1","1","24.6","28.03","83","0.0","25","225","250"
"1308297600000000000","2","0","1","2","24.6","28.03","83","0.0","28","426","454"
"1308301200000000000","2","0","1","1","28.7","32.575","58","12.998","28","196","224"
"1308304800000000000","2","0","1","1","28.7","32.575","58","12.998","44","126","170"
"1308308400000000000","2","0","1","1","27.88","31.82","69","16.9979","43","138","181"
"1308312000000000000","2","0","1","1","28.7","32.575","65","16.9979","49","194","243"
"1308315600000000000","2","0","1","1","30.34","34.09","62","19.0012","48","156","204"
"1308319200000000000","2","0","1","1","31.16","34.85","52","12.998","73","142","215"
"1308322800000000000","2","0","1","1","31.98","34.85","43","15.0013","62","181","243"
"1308326400000000000","2","0","1","1","31.16","34.09","45","11.0014","69","286","355"
"1308330000000000000","2","0","1","3","31.16","34.09","40","12.998","85","467","552"
"1308333600000000000","2","0","1","3","31.16","34.09","40","12.998","62","388","450"
"1308337200000000000","2","0","1","3","26.24","28.79","83","16.9979","53","275","328"
"1308340800000000000","2","0","1","1","26.24","29.545","78","7.0015","40","192","232"
"1308344400000000000","2","0","1","1","26.24","29.545","78","6.0032","49","159","208"
"1308348000000000000","2","0","1","1","25.42","28.03","88","8.9981","48","127","175"
"1308351600000000000","2","0","1","1","25.42","28.79","83","8.9981","37","141","178"
"1308355200000000000","2","0","0","1","25.42","28.03","88","8.9981","21","83","104"
"1308358800000000000","2","0","0","1","25.42","28.79","83","7.0015","15","80","95"
"1308362400000000000","2","0","0","1","24.6","27.275","88","0.0","16","37","53"
"1308366000000000000","2","0","0","1","24.6","27.275","88","6.0032","4","16","20"
"1308369600000000000","2","0","0","1","24.6","27.275","88","6.0032","1","4","5"
"1308373200000000000","2","0","0","1","25.42","28.79","83","0.0","1","6","7"
"1308376800000000000","2","0","0","1","25.42","28.79","83","7.0015","9","18","27"
"1308380400000000000","2","0","0","1","26.24","29.545","78","8.9981","12","45","57"
"1308384000000000000","2","0","0","1","27.06","30.305","78","6.0032","28","103","131"
"1308387600000000000","2","0","0","1","28.7","32.575","61","15.0013","62","156","218"
"1308391200000000000","2","0","0","1","29.52","34.09","62","12.998","68","176","244"
"1308394800000000000","2","0","0","1","29.52","34.09","62","8.9981","134","270","404"
"1308398400000000000","2","0","0","1","30.34","34.85","66","6.0032","162","258","420"
"1308402000000000000","2","0","0","1","31.16","34.85","55","0.0","135","192","327"
"1308405600000000000","2","0","0","2","32.8","36.365","46","19.0012","138","196","334"
"1308409200000000000","2","0","0","2","33.62","37.88","46","8.9981","153","214","367"
"1308412800000000000","2","0","0","2","31.16","34.85","52","15.0013","193","275","468"
"1308416400000000000","2","0","0","2","31.16","34.09","48","11.0014","210","239","449"
"1308420000000000000","2","0","0","2","30.34","34.09","55","12.998","118","263","381"
"1308423600000000000","2","0","0","2","30.34","33.335","51","7.0015","99","227","326"
"1308427200000000000","2","0","0","2","29.52","33.335","58","8.9981","61","127","188"
"1308430800000000000","2","0","0","2","29.52","34.09","66","7.0015","58","125","183"
"1308434400000000000","2","0","0","2","29.52","34.09","62","8.9981","56","105","161"
"1308438000000000000","2","0","0","2","29.52","34.09","62","0.0","53","97","150"
"1308441600000000000","2","0","0","1","28.7","32.575","65","0.0","18","71","89"
"1308445200000000000","2","0","0","2","28.7","32.575","65","6.0032","17","59","76"
"1308448800000000000","2","0","0","1","27.88","31.82","74","6.0032","13","59","72"
"1308452400000000000","2","0","0","2","27.06","30.305","78","8.9981","14","16","30"
"1308456000000000000","2","0","0","2","27.06","31.06","74","8.9981","7","10","17"
"1308459600000000000","2","0","0","2","27.06","30.305","78","0.0","7","12","19"
"1308463200000000000","2","0","0","2","27.06","30.305","78","11.0014","11","22","33"
"1308466800000000000","2","0","0","2","27.06","30.305","78","11.0014","35","36","71"
"1308470400000000000","2","0","0","3","27.88","31.82","74","7.0015","25","59","84"
"1308474000000000000","2","0","0","2","27.88","31.82","74","7.0015","58","111","169"
"1308477600000000000","2","0","0","2","28.7","32.575","61","7.0015","86","158","244"
"1308481200000000000","2","0","0","2","29.52","33.335","58","6.0032","141","236","377"
"1308484800000000000","2","0","0","2","30.34","34.09","55","6.0032","141","255","396"
"1308488400000000000","2","0","0","2","30.34","33.335","51","0.0","149","214","363"
"1308492000000000000","2","0","0","3","30.34","34.09","58","7.0015","124","193","317"
"1308495600000000000","2","0","0","2","30.34","34.09","55","7.0015","146","216","362"
"1308499200000000000","2","0","0","2","31.16","34.09","48","0.0","121","257","378"
"1308502800000000000","2","0","0","1","30.34","33.335","51","0.0","159","238","397"
"1308506400000000000","2","0","0","2","30.34","34.09","58","6.0032","78","218","296"
"1308510000000000000","2","0","0","1","29.52","34.09","62","8.9981","94","217","311"
"1308513600000000000","2","0","0","1","28.7","32.575","70","12.998","86","146","232"
"1308517200000000000","2","0","0","1","27.88","31.82","79","8.9981","57","110","167"
"1308520800000000000","2","0","0","1","27.06","30.305","78","15.0013","38","114","152"
"1308524400000000000","2","0","0","1","27.06","30.305","78","12.998","14","78","92"
"1309478400000000000","3","0","1","1","27.06","31.06","50","0.0","20","48","68"
"1309482000000000000","3","0","1","1","27.06","31.06","50","0.0","15","16","31"
"1309485600000000000","3","0","1","1","25.42","30.305","69","0.0","6","7","13"
"1309489200000000000","3","0","1","1","26.24","31.06","53","0.0","5","6","11"
"1309492800000000000","3","0","1","1","25.42","31.06","57","0.0","1","5","6"
"1309496400000000000","3","0","1","1","24.6","30.305","64","8.9981","3","27","30"
"1309500000000000000","3","0","1","1","25.42","30.305","61","8.9981","11","97","108"
"1309503600000000000","3","0","1","1","27.06","31.06","54","7.0015","25","218","243"
"1309507200000000000","3","0","1","1","28.7","31.82","42","11.0014","39","453","492"
"1309510800000000000","3","0","1","1","30.34","32.575","35","11.0014","58","202","260"
"1309514400000000000","3","0","1","1","31.16","33.335","33","11.0014","61","109","170"
"1309518000000000000","3","0","1","1","32.8","34.85","26","0.0","68","146","214"
"1309521600000000000","3","0","1","1","32.8","34.85","26","0.0","83","180","263"
"1309525200000000000","3","0","1","1","32.8","34.09","24","0.0","83","209","292"
"1309528800000000000","3","0","1","1","33.62","34.85","23","12.998","78","225","303"
"1309532400000000000","3","0","1","1","33.62","34.85","21","16.9979","82","299","381"
"1309536000000000000","3","0","1","1","33.62","34.85","17","0.0","85","342","427"
"1309539600000000000","3","0","1","1","33.62","34.85","21","12.998","99","362","461"
"1309543200000000000","3","0","1","1","32.8","34.09","24","16.9979","98","324","422"
"1309546800000000000","3","0","1","1","31.98","33.335","25","12.998","80","238","318"
"1309550400000000000","3","0","1","1","29.52","32.575","42","15.0013","84","185","269"
"1309554000000000000","3","0","1","1","28.7","31.82","45","12.998","69","149","218"
"1309557600000000000","3","0","1","1","28.7","31.82","42","0.0","49","173","222"
"1309561200000000000","3","0","1","1","27.88","31.82","47","6.0032","44","96","140"
"1309564800000000000","3","0","0","1","27.88","31.82","47","6.0032","31","84","115"
"1309568400000000000","3","0","0","1","27.06","31.06","54","0.0","20","58","78"
"1309572000000000000","3","0","0","1","26.24","31.06","53","0.0","9","43","52"
"1309575600000000000","3","0","0","1","26.24","31.06","53","0.0","5","21","26"
"1309579200000000000","3","0","0","1","25.42","30.305","61","0.0","3","8","11"
"1309582800000000000","3","0","0","1","23.78","27.275","73","7.0015","1","13","14"
"1309586400000000000","3","0","0","1","25.42","30.305","69","7.0015","11","21","32"
"1309590000000000000","3","0","0","1","26.24","30.305","65","0.0","10","35","45"
"1309593600000000000","3","0","0","1","27.88","31.82","57","0.0","38","94","132"
"1309597200000000000","3","0","0","1","30.34","33.335","51","6.0032","55","124","179"
"1309600800000000000","3","0","0","1","32.8","35.605","36","0.0","103","168","271"
"1309604400000000000","3","0","0","1","32.8","35.605","36","6.0032","144","213","357"
"1309608000000000000","3","0","0","1","33.62","35.605","30","8.9981","142","232","374"
"1309611600000000000","3","0","0","1","33.62","35.605","30","7.0015","178","226","404"
"1309615200000000000","3","0","0","1","34.44","35.605","20","0.0","177","215","392"
"1309618800000000000","3","0","0","1","35.26","36.365","19","11.0014","168","163","331"
"1309622400000000000","3","0","0","1","36.08","37.12","22","15.0013","206","192","398"
"1309626000000000000","3","0","0","1","34.44","36.365","30","15.0013","179","170","349"
"1309629600000000000","3","0","0","1","33.62","35.605","30","19.0012","193","190","383"
"1309633200000000000","3","0","0","1","32.8","34.85","33","15.0013","156","149","305"
"1309636800000000000","3","0","0","1","31.16","34.09","45","19.0012","136","148","284"
"1309640400000000000","3","0","0","1","30.34","33.335","48","12.998","95","137","232"
"1309644000000000000","3","0","0","1","29.52","33.335","51","11.0014","78","123","201"
"1309647600000000000","3","0","0","1","29.52","33.335","54","19.0012","66","88","154"
"1309651200000000000","3","0","0","1","28.7","32.575","58","15.0013","47","97","144"
"1309654800000000000","3","0","0","2","28.7","32.575","61","11.0014","23","55","78"
"1309658400000000000","3","0","0","1","28.7","32.575","58","12.998","19","50","69"
"1309662000000000000","3","0","0","3","27.88","31.82","65","6.0032","8","25","33"
"1309665600000000000","3","0","0","3","27.88","31.82","65","6.0032","3","2","5"
"1309669200000000000","3","0","0","3","25.42","28.79","83","12.998","0","1","1"
"1309672800000000000","3","0","0","2","25.42","27.275","94","6.0032","0","3","3"
"1309676400000000000","3","0","0","2","26.24","28.79","89","12.998","3","22","25"
"1309680000000000000","3","0","0","1","27.88","31.82","79","15.0013","39","53","92"
"1309683600000000000","3","0","0","1","28.7","33.335","74","16.9979","82","99","181"
"1309687200000000000","3","0","0","1","30.34","34.85","66","11.0014","131","133","264"
"1309690800000000000","3","0","0","1","31.16","35.605","62","7.0015","215","175","390"
"1309694400000000000","3","0","0","1","32.8","37.88","55","7.0015","198","206","404"
"1309698000000000000","3","0","0","1","32.8","38.635","59","15.0013","248","173","421"
"1309701600000000000","3","0","0","1","33.62","39.395","56","16.9979","225","150","375"
"1309705200000000000","3","0","0","1","34.44","40.15","53","19.9995","194","182","376"
"1309708800000000000","3","0","0","1","34.44","40.15","53","19.9995","195","219","414"
"1309712400000000000","3","0","0","3","32.8","37.12","49","56.9969","181","177","358"
"1309716000000000000","3","0","0","3","32.8","37.12","49","56.9969","74","107","181"
"1309719600000000000","3","0","0","2","27.06","30.305","83","12.998","100","83","183"
"1309723200000000000","3","0","0","3","27.06","30.305","83","0.0","83","93","176"
"1309726800000000000","3","0","0","2","27.06","30.305","83","11.0014","75","92","167"
"1309730400000000000","3","0","0","2","27.06","30.305","78","7.0015","69","93","162"
"1309734000000000000","3","0","0","1","26.24","28.79","83","11.0014","70","77","147"
"1309737600000000000","3","1","0","1","26.24","28.79","83","8.9981","63","77","140"
"1309741200000000000","3","1","0","1","26.24","28.79","83","6.0032","43","76","119"
"1309744800000000000","3","1","0","1","26.24","28.79","83","0.0","33","30","63"
"1309748400000000000","3","1","0","1","26.24","29.545","78","0.0","13","13","26"
"1309752000000000000","3","1","0","2","27.06","30.305","78","6.0032","8","4","12"
"1309755600000000000","3","1","0","2","26.24","28.79","83","8.9981","1","3","4"
"1309759200000000000","3","1","0","1","26.24","28.79","89","11.0014","5","11","16"
"1309762800000000000","3","1","0","1","27.06","30.305","83","8.9981","17","19","36"
"1309766400000000000","3","1","0","1","28.7","33.335","74","7.0015","42","44","86"
"1309770000000000000","3","1","0","2","29.52","34.09","66","6.0032","142","96","238"
"1309773600000000000","3","1","0","2","31.16","34.85","55","6.0032","166","114","280"
"1309777200000000000","3","1","0","2","31.16","34.85","55","6.0032","177","172","349"
"1309780800000000000","3","1","0","2","31.98","35.605","52","0.0","237","210","447"
"1309784400000000000","3","1","0","2","31.98","35.605","49","0.0","242","181","423"
"1309788000000000000","3","1","0","1","32.8","36.365","46","0.0","235","173","408"
"1309791600000000000","3","1","0","1","33.62","37.12","43","6.0032","224","184","408"
"1309795200000000000","3","1","0","1","33.62","37.12","41","0.0","236","216","452"
"1309798800000000000","3","1","0","1","32.8","36.365","46","0.0","240","196","436"
"1309802400000000000","3","1","0","1","32.8","36.365","46","8.9981","222","196","418"
"1309806000000000000","3","1","0","2","31.98","35.605","49","11.0014","170","205","375"
"1309809600000000000","3","1","0","2","31.16","34.85","55","7.0015","195","191","386"
"1309813200000000000","3","1","0","2","30.34","34.09","62","7.0015","195","262","457"
"1309816800000000000","3","1","0","2","30.34","34.09","62","8.9981","115","211","326"
"1309820400000000000","3","1","0","2","29.52","34.09","70","7.0015","44","94","138"
"1309824000000000000","3","0","1","2","28.7","32.575","65","11.0014","19","36","55"
"1309827600000000000","3","0","1","1","28.7","32.575","65","7.0015","15","24","39"
"1309831200000000000","3","0","1","1","27.06","31.06","74","6.0032","8","5","13"
"1309834800000000000","3","0","1","1","27.06","31.06","74","15.0013","1","7","8"
"1309838400000000000","3","0","1","1","27.06","31.06","69","11.0014","1","4","5"
"1309842000000000000","3","0","1","1","27.06","31.06","69","0.0","1","19","20"
"1309845600000000000","3","0","1","1","27.06","31.06","74","6.0032","3","91","94"
"1309849200000000000","3","0","1","1","28.7","32.575","65","6.0032","22","248","270"
"1309852800000000000","3","0","1","1","29.52","34.09","62","8.9981","41","391","432"
"1309856400000000000","3","0","1","1","30.34","34.09","58","8.9981","50","177","227"
"1309860000000000000","3","0","1","1","31.16","34.85","52","7.0015","55","84","139"
"1309863600000000000","3","0","1","1","31.98","34.85","46","7.0015","75","97","172"
"1309867200000000000","3","0","1","1","32.8","36.365","43","7.0015","71","130","201"
"1309870800000000000","3","0","1","1","33.62","37.12","43","7.0015","67","136","203"
"1309874400000000000","3","0","1","1","32.8","37.12","49","11.0014","66","112","178"
"1309878000000000000","3","0","1","1","33.62","37.12","43","0.0","51","111","162"
"1309881600000000000","3","0","1","1","33.62","37.88","46","7.0015","79","202","281"
"1309885200000000000","3","0","1","1","33.62","37.88","46","7.0015","79","466","545"
"1309888800000000000","3","0","1","1","32.8","37.88","55","11.0014","70","426","496"
"1309892400000000000","3","0","1","1","32.8","38.635","59","8.9981","71","297","368"
"1309896000000000000","3","0","1","1","31.16","36.365","66","7.0015","59","225","284"
"1309899600000000000","3","0","1","1","31.98","37.12","62","16.9979","77","168","245"
"1309903200000000000","3","0","1","1","31.16","36.365","66","15.0013","31","124","155"
"1309906800000000000","3","0","1","1","30.34","34.85","66","11.0014","19","54","73"
"1309910400000000000","3","0","1","1","29.52","34.85","74","12.998","11","26","37"
"1309914000000000000","3","0","1","1","28.7","33.335","74","8.9981","4","11","15"
"1309917600000000000","3","0","1","1","28.7","33.335","79","6.0032","1","4","5"
"1309921200000000000","3","0","1","1","28.7","33.335","79","0.0","0","6","6"
"1309924800000000000","3","0","1","2","27.88","31.82","83","6.0032","0","6","6"
"1309928400000000000","3","0","1","1","27.88","31.82","83","6.0032","5","30","35"
"1309932000000000000","3","0","1","1","28.7","33.335","79","6.0032","9","112","121"
"1309935600000000000","3","0","1","2","29.52","34.85","79","0.0","24","288","312"
"1309939200000000000","3","0","1","2","29.52","34.85","74","7.0015","31","397","428"
"1309942800000000000","3","0","1","3","28.7","33.335","79","12.998","31","158","189"
"1309946400000000000","3","0","1","3","28.7","33.335","79","6.0032","13","30","43"
"1309950000000000000","3","0","1","2","29.52","34.85","74","0.0","24","103","127"
"1309953600000000000","3","0","1","2","30.34","34.85","66","6.0032","38","114","152"
"1309957200000000000","3","0","1","2","30.34","34.85","70","7.0015","33","107","140"
"1309960800000000000","3","0","1","1","31.16","36.365","66","19.0012","50","113","163"
"1309964400000000000","3","0","1","1","31.16","36.365","70","19.0012","55","130","185"
"1309968000000000000","3","0","1","1","31.16","36.365","70","16.9979","57","218","275"
"1309971600000000000","3","0","1","1","31.98","37.12","59","15.0013","79","517","596"
"1309975200000000000","3","0","1","1","31.16","35.605","62","12.998","77","486","563"
"1309978800000000000","3","0","1","1","30.34","34.85","70","15.0013","71","323","394"
"1309982400000000000","3","0","1","1","29.52","34.85","74","16.9979","55","257","312"
"1309986000000000000","3","0","1","1","28.7","33.335","79","12.998","66","175","241"
"1309989600000000000","3","0","1","1","28.7","33.335","79","12.998","30","156","186"
"1309993200000000000","3","0","1","1","27.88","31.82","83","15.0013","20","78","98"
"1309996800000000000","3","0","1","1","27.06","29.545","89","8.9981","6","29","35"
"1310000400000000000","3","0","1","1","27.06","29.545","89","12.998","2","14","16"
"1310004000000000000","3","0","1","1","27.06","29.545","89","12.998","1","7","8"
"1310007600000000000","3","0","1","1","26.24","28.03","94","7.0015","2","2","4"
"1310011200000000000","3","0","1","1","26.24","28.79","89","7.0015","0","4","4"
"1310014800000000000","3","0","1","1","26.24","28.79","89","7.0015","2","30","32"
"1310018400000000000","3","0","1","2","26.24","28.79","89","8.9981","11","107","118"
"1310022000000000000","3","0","1","2","27.06","29.545","89","7.0015","13","279","292"
"1310025600000000000","3","0","1","2","28.7","33.335","79","12.998","28","415","443"
"1310029200000000000","3","0","1","1","30.34","34.85","70","11.0014","25","154","179"
"1310032800000000000","3","0","1","1","31.98","37.12","62","0.0","29","72","101"
"1310036400000000000","3","0","1","1","33.62","38.635","52","8.9981","30","112","142"
"1310040000000000000","3","0","1","1","34.44","38.635","41","0.0","32","139","171"
"1310043600000000000","3","0","1","1","35.26","39.395","41","0.0","48","107","155"
"1310047200000000000","3","0","1","1","35.26","39.395","41","16.9979","39","121","160"
"1310050800000000000","3","0","1","1","35.26","39.395","41","16.9979","47","119","166"
"1310054400000000000","3","0","1","1","35.26","38.635","39","15.0013","47","218","265"
"1310058000000000000","3","0","1","1","35.26","37.88","36","16.9979","80","489","569"
"1310061600000000000","3","0","1","1","34.44","37.88","44","19.9995","70","492","562"
"1310065200000000000","3","0","1","1","33.62","38.635","52","19.0012","79","286","365"
"1310068800000000000","3","0","1","1","31.16","35.605","58","23.9994","61","224","285"
"1310072400000000000","3","0","1","1","30.34","34.09","62","11.0014","39","170","209"
"1310076000000000000","3","0","1","1","30.34","34.09","62","11.0014","32","150","182"
"1310079600000000000","3","0","1","1","29.52","34.09","66","0.0","31","98","129"
"1310083200000000000","3","0","1","1","30.34","34.85","66","7.0015","6","41","47"
"1310086800000000000","3","0","1","1","29.52","34.85","79","0.0","9","25","34"
"1310090400000000000","3","0","1","2","28.7","33.335","74","11.0014","10","12","22"
"1310094000000000000","3","0","1","1","27.88","31.82","79","7.0015","2","4","6"
"1310097600000000000","3","0","1","1","28.7","33.335","79","16.9979","7","4","11"
"1310101200000000000","3","0","1","1","27.88","31.82","79","16.9979","3","24","27"
"1310104800000000000","3","0","1","1","28.7","33.335","74","7.0015","11","91","102"
"1310108400000000000","3","0","1","2","28.7","33.335","79","12.998","30","302","332"
"1310112000000000000","3","0","1","2","29.52","34.85","74","16.9979","36","421","457"
"1310115600000000000","3","0","1","2","31.16","36.365","70","19.9995","30","211","241"
"1310119200000000000","3","0","1","2","30.34","34.85","70","23.9994","30","108","138"
"1310122800000000000","3","0","1","2","30.34","35.605","74","16.9979","61","104","165"
"1310126400000000000","3","0","1","2","31.16","36.365","70","19.0012","49","164","213"
"1310130000000000000","3","0","1","2","31.98","37.88","66","19.0012","54","175","229"
"1310133600000000000","3","0","1","2","32.8","39.395","63","23.9994","53","163","216"
"1310137200000000000","3","0","1","2","32.8","39.395","63","23.9994","39","102","141"
"1310140800000000000","3","0","1","3","27.88","31.82","83","30.0026","27","105","132"
"1310144400000000000","3","0","1","3","27.06","29.545","89","30.0026","6","161","167"
"1310148000000000000","3","0","1","1","27.06","30.305","83","6.0032","35","281","316"
"1310151600000000000","3","0","1","1","27.06","30.305","83","6.0032","45","225","270"
"1310155200000000000","3","0","1","1","27.06","30.305","83","11.0014","30","220","250"
"1310158800000000000","3","0","1","2","27.06","30.305","83","16.9979","46","158","204"
"1310162400000000000","3","0","1","2","27.06","30.305","78","12.998","33","136","169"
"1310166000000000000","3","0","1","2","27.06","30.305","78","6.0032","40","111","151"
"1310169600000000000","3","0","0","2","27.06","30.305","83","8.9981","31","90","121"
"1310173200000000000","3","0","0","2","26.24","28.79","89","7.0015","5","48","53"
"1310176800000000000","3","0","0","1","26.24","28.79","89","11.0014","12","43","55"
"1310180400000000000","3","0","0","1","26.24","28.79","89","8.9981","7","23","30"
"1310184000000000000","3","0","0","1","26.24","28.79","83","15.0013","2","4","6"
"1310187600000000000","3","0","0","2","25.42","28.03","88","11.0014","4","11","15"
"1310191200000000000","3","0","0","2","26.24","28.79","83","12.998","11","27","38"
"1310194800000000000","3","0","0","1","27.06","30.305","78","12.998","21","50","71"
"1310198400000000000","3","0","0","1","28.7","32.575","70","16.9979","68","114","182"
"1310202000000000000","3","0","0","1","30.34","34.09","58","19.0012","77","170","247"
"1310205600000000000","3","0","0","1","31.16","34.85","52","11.0014","87","177","264"
"1310209200000000000","3","0","0","1","31.98","34.85","46","19.9995","101","189","290"
"1310212800000000000","3","0","0","1","32.8","36.365","46","16.9979","145","221","366"
"1310216400000000000","3","0","0","1","33.62","37.12","41","15.0013","167","249","416"
"1310220000000000000","3","0","0","1","34.44","37.12","36","8.9981","158","215","373"
"1310223600000000000","3","0","0","1","34.44","36.365","34","6.0032","182","220","402"
"1310227200000000000","3","0","0","1","33.62","36.365","38","0.0","171","245","416"
"1310230800000000000","3","0","0","1","34.44","36.365","32","0.0","160","241","401"
"1310234400000000000","3","0","0","1","33.62","36.365","36","7.0015","132","246","378"
"1310238000000000000","3","0","0","1","31.16","34.85","55","11.0014","128","178","306"
"1310241600000000000","3","0","0","1","31.16","35.605","58","15.0013","129","185","314"
"1310245200000000000","3","0","0","1","30.34","34.09","58","11.0014","83","155","238"
"1310248800000000000","3","0","0","1","29.52","34.09","62","11.0014","60","154","214"
"1310252400000000000","3","0","0","1","29.52","33.335","58","12.998","47","93","140"
"1310256000000000000","3","0","0","1","28.7","32.575","61","11.0014","42","112","154"
"1310259600000000000","3","0","0","1","28.7","32.575","61","8.9981","19","94","113"
"1310263200000000000","3","0","0","1","27.88","31.82","69","6.0032","28","68","96"
"1310266800000000000","3","0","0","1","27.06","31.06","74","6.0032","6","19","25"
"1310270400000000000","3","0","0","1","27.06","31.06","69","6.0032","0","5","5"
"1310274000000000000","3","0","0","1","27.06","31.06","74","0.0","7","10","17"
"1310277600000000000","3","0","0","1","26.24","29.545","78","6.0032","8","17","25"
"1310281200000000000","3","0","0","1","28.7","32.575","70","6.0032","27","38","65"
"1310284800000000000","3","0","0","1","29.52","34.09","66","0.0","27","65","92"
"1310288400000000000","3","0","0","1","30.34","34.85","66","6.0032","62","107","169"
"1310292000000000000","3","0","0","1","31.16","34.85","55","8.9981","95","173","268"
"1310295600000000000","3","0","0","1","31.98","36.365","55","12.998","110","177","287"
"1310299200000000000","3","0","0","1","33.62","37.88","46","19.0012","133","244","377"
"1310302800000000000","3","0","0","1","32.8","36.365","46","19.9995","139","228","367"
"1310306400000000000","3","0","0","1","33.62","37.12","41","22.0028","122","227","349"
"1310310000000000000","3","0","0","1","34.44","37.12","39","19.0012","142","219","361"
"1310313600000000000","3","0","0","1","34.44","37.88","41","19.0012","128","244","372"
"1310317200000000000","3","0","0","1","34.44","37.12","36","15.0013","146","217","363"
"1310320800000000000","3","0","0","1","33.62","37.12","43","19.0012","141","222","363"
